Exercise_Name,URL,Thumbnail_URL
n Incline Dumbbell Fly,https://www.youtube.com/watch?v=JSDpq14vCZ8,https://i.ytimg.com/vi/JSDpq14vCZ8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBDxT4MHC-YYKxya3mVsMXWPoNYXA
[Private video],https://www.youtube.com/watch?v=TQdNua6PItA,https://i.ytimg.com/img/no_thumbnail.jpg
Cable Fly/ Cable Crossover,https://www.youtube.com/watch?v=QcTcWpkn_bw,https://i.ytimg.com/vi/QcTcWpkn_bw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAk_mTN7UrXiMcoYrtzlJsRXdFseg
Lying Leg Curl (Prone Leg Curl),https://www.youtube.com/watch?v=SbSNUXPRkc8,https://i.ytimg.com/vi/SbSNUXPRkc8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB5EOnOPaQ28svh1vassfrcMkpzVQ
Barbell Good Morning,https://www.youtube.com/watch?v=nWyx81AfTos,https://i.ytimg.com/vi/nWyx81AfTos/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRbDv9dRjgfQt__JsDWYQGUWl0EQ
Leg Extension,https://www.youtube.com/watch?v=4ZDm5EbiFI8,https://i.ytimg.com/vi/4ZDm5EbiFI8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBlL87pXuvTHyAZakQVkix-7-R5gw
Single Leg Extension,https://www.youtube.com/watch?v=82IuSLk5zNc,https://i.ytimg.com/vi/82IuSLk5zNc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCpaNFEJ6GdKjH7z4iwEIF9KIHhBQ
Seated Leg Press,https://www.youtube.com/watch?v=qCR9bN3G1t4,https://i.ytimg.com/vi/qCR9bN3G1t4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZcL4nv8-1lHupZi9WksPa81QyvQ
Single Leg Press,https://www.youtube.com/watch?v=sxF9BcDt-yY,https://i.ytimg.com/vi/sxF9BcDt-yY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSjIY0IUS5O3Kr3qTyFr48C-oBFg
Calf Raises,https://www.youtube.com/watch?v=Zep-wKHWkNM,https://i.ytimg.com/vi/Zep-wKHWkNM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6u5YI8G2-oeFwZwDPVtoLiPPbRQ
Seated Calf Raise,https://www.youtube.com/watch?v=3ZRe_QpvRPg,https://i.ytimg.com/vi/3ZRe_QpvRPg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCd1Dhk1T3WIybge3AiDLEjqa0lZw
Calf Raises On The Leg Press,https://www.youtube.com/watch?v=dhRz1Ns60Zg,https://i.ytimg.com/vi/dhRz1Ns60Zg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCD0hr8bc8rc0Dfk-nx4ix2cEMtgw
Single Leg Calf Raise,https://www.youtube.com/watch?v=IphGZ8OlfYg,https://i.ytimg.com/vi/IphGZ8OlfYg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDkzpqwc3i7r5pPfM6RKiuvzj-GA
Dumbbell Front Raise,https://www.youtube.com/watch?v=zkP0MsTcIVU,https://i.ytimg.com/vi/zkP0MsTcIVU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCjVcs7yJ7I49x30UflGqNCiaW_5w
Front Plate Raises,https://www.youtube.com/watch?v=HN8HYJTOl8c,https://i.ytimg.com/vi/HN8HYJTOl8c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBuRD0ku2D_IhiF752EkZh6im8srg
Lateral Raises,https://www.youtube.com/watch?v=z-kOn7flIZg,https://i.ytimg.com/vi/z-kOn7flIZg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAauD850AZYsyuAo1NEom-KRr1DBQ
Cable Lateral Raises,https://www.youtube.com/watch?v=Z5FA9aq3L6A,https://i.ytimg.com/vi/Z5FA9aq3L6A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSBx7J6fnyCYsqDfV_wQ9DdfSMlw
Upright Rows,https://www.youtube.com/watch?v=8UvsRWUb0YU,https://i.ytimg.com/vi/8UvsRWUb0YU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7bYl2289pYxtgT5WIumOyHp9l3Q
Dumbbell Upright Rows,https://www.youtube.com/watch?v=Rd5AsxOGqss,https://i.ytimg.com/vi/Rd5AsxOGqss/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAVFj5AeEtjr_IKUDjOAXOmQMMKCw
Cable Upright Rows,https://www.youtube.com/watch?v=WNz7O59GORA,https://i.ytimg.com/vi/WNz7O59GORA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBu58Ql8JXJG_FQmJfNPI30uzSGdA
Cable Rear Delt Flyes,https://www.youtube.com/watch?v=er15V96hG5U,https://i.ytimg.com/vi/er15V96hG5U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoO_Vuyaaywb9khsC6UoT9kUalCg
Cable Face Pulls,https://www.youtube.com/watch?v=0Po47vvj9g4,https://i.ytimg.com/vi/0Po47vvj9g4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPOldc2yNllAg7-l-ciKwxSpNNEQ
Cable Kickbacks,https://www.youtube.com/watch?v=SqO-VUEak2M,https://i.ytimg.com/vi/SqO-VUEak2M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQt9ZLzjdgLmlOjRFzX-TZhXWm_w
Dumbbell Step Up,https://www.youtube.com/watch?v=DxUNi119Qzs,https://i.ytimg.com/vi/DxUNi119Qzs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBFMRGpgZbOBXk432sgb3CPA2KCRw
Seated Chest Press,https://www.youtube.com/watch?v=CIykDiF4sfg,https://i.ytimg.com/vi/CIykDiF4sfg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMyuic_HjwAEyGVl7WpyMnY_eLpA
Bulgarian Split Squats,https://www.youtube.com/watch?v=TEXl2b3__S4,https://i.ytimg.com/vi/TEXl2b3__S4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAazfTq_Fqh1V0DSxoclu64vdIO_w
Single Leg Deadlift,https://www.youtube.com/watch?v=hk80eAoQshc,https://i.ytimg.com/vi/hk80eAoQshc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApeMno30RV-hQ59_ZzO_7_hr6Mrw
Barbell Shoulder Press,https://www.youtube.com/watch?v=Y0Bxr57uPbk,https://i.ytimg.com/vi/Y0Bxr57uPbk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBFWZmYVwx6rKYiWknLnwN19LoHRQ
Barbell Front Raise,https://www.youtube.com/watch?v=_od0CCC6DEM,https://i.ytimg.com/vi/_od0CCC6DEM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCBkPwLEg0WesLsFttCJ4jIziAivw
Cable Front Raise,https://www.youtube.com/watch?v=vtH93qBItdk,https://i.ytimg.com/vi/vtH93qBItdk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9kxdC4N7MvaR-0tuC6JXKsrFwHA
Barbell Wide Grip Upright Row,https://www.youtube.com/watch?v=Xpu0C50pD-U,https://i.ytimg.com/vi/Xpu0C50pD-U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPuBXRaIJqQwTmTuSJKo-ocyX2Sw
Rear Delt Fly,https://www.youtube.com/watch?v=nlkF7_2O_Lw,https://i.ytimg.com/vi/nlkF7_2O_Lw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjxyEL72czcFdsYWl_hCqg8In5kA
Y Raises (Incline),https://www.youtube.com/watch?v=gDHQX1iend4,https://i.ytimg.com/vi/gDHQX1iend4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPxj9tIP5N-ejO6rIL4QHDwDdi3w
Seated Lateral Raise,https://www.youtube.com/watch?v=xDrYB81QXmY,https://i.ytimg.com/vi/xDrYB81QXmY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBlKVhtR_y9oebKkIvRFMkRhZiVhQ
Seated Good Morning,https://www.youtube.com/watch?v=odZqvU3KCS8,https://i.ytimg.com/vi/odZqvU3KCS8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1Gk66848ayjsl09uDnCJ9PCqb2Q
Dumbbell Good Morning,https://www.youtube.com/watch?v=wUbsMNkkpLk,https://i.ytimg.com/vi/wUbsMNkkpLk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCI5zMQLSITRkMsclH-6YpYSw-JqQ
Swiss Ball Hamstring Curls,https://www.youtube.com/watch?v=rqRQJ2ji3qw,https://i.ytimg.com/vi/rqRQJ2ji3qw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDIXVNzr4nlEW6yisdRQahfTmlVFQ
How To Use The Seated Hip Abductor (Outer Thigh),https://www.youtube.com/watch?v=G_8LItOiZ0Q,https://i.ytimg.com/vi/G_8LItOiZ0Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA_1qHW8W0HXKaCsd6WSmUkWfHjGw
How To Use The Seated Thigh Adduction (Hip Adduction) Machine,https://www.youtube.com/watch?v=CjAVezAggkI,https://i.ytimg.com/vi/CjAVezAggkI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLACyqQYcuLZ8TNN3DxKQ1OVpkdnGg
Donkey Kicks,https://www.youtube.com/watch?v=EtSJ8rwm5M8,https://i.ytimg.com/vi/EtSJ8rwm5M8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBDxJCHtjHPHahQoDwZ4W4vWwlLuA
Barbell Step Ups,https://www.youtube.com/watch?v=hbIMKzHuglA,https://i.ytimg.com/vi/hbIMKzHuglA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2PaKPr2frL8w4K3VohrI_TrpAzg
Side Step Ups,https://www.youtube.com/watch?v=baKJg6iQ_Ww,https://i.ytimg.com/vi/baKJg6iQ_Ww/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC09JpNH3TTEaFr14_ckl3NeGKuWA
Cable Chest Press,https://www.youtube.com/watch?v=sh92B-_2O48,https://i.ytimg.com/vi/sh92B-_2O48/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAJu4Slr37zAER9AWhjOxslGQhZjg
How To Use The Chest Fly Machine,https://www.youtube.com/watch?v=eGjt4lk6g34,https://i.ytimg.com/vi/eGjt4lk6g34/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBbxUKpb1ZRkiiSCsX-hSHaXUvYyQ
How To Decline Dumbbell Press,https://www.youtube.com/watch?v=4R_GwRhG0rY,https://i.ytimg.com/vi/4R_GwRhG0rY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCNotiwcQyiueHbh5YRZKbcIjoVeg
Decline Dumbell Fly,https://www.youtube.com/watch?v=7NlIkLqcgnw,https://i.ytimg.com/vi/7NlIkLqcgnw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMSowDOg0I34BJx8oeBeadQvOn-Q
Dumbbell Squeeze Press,https://www.youtube.com/watch?v=1iQt5BwSWYg,https://i.ytimg.com/vi/1iQt5BwSWYg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDbUp5RBhh7A04ERV1ssOmpSXm1Hw
Russian Twist,https://www.youtube.com/watch?v=99T1EfpMwPA,https://i.ytimg.com/vi/99T1EfpMwPA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGAlG_6UAuQcwD14k15prbZKhn3Q
Wall Sit,https://www.youtube.com/watch?v=6Li55TURhVg,https://i.ytimg.com/vi/6Li55TURhVg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCATsWcOl_cULc6BMEpYF1G2g8cIQ
Single Leg Wall Sits,https://www.youtube.com/watch?v=pdWD9gvAGps,https://i.ytimg.com/vi/pdWD9gvAGps/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBIUYsODlyqeBF75UoPR0eSh3m3eQ
Farmer's Walk (Farmer's Carry),https://www.youtube.com/watch?v=8OtwXwrJizk,https://i.ytimg.com/vi/8OtwXwrJizk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCUiodikBu7ealGKETEkGRl05hDOA
Plate Pinches,https://www.youtube.com/watch?v=jFTV3DQf3HE,https://i.ytimg.com/vi/jFTV3DQf3HE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGHBGfbyooiIOrBbWS4BR8ZUoYGg
Wrist Curls,https://www.youtube.com/watch?v=3VLTzIrnb5g,https://i.ytimg.com/vi/3VLTzIrnb5g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLChyRipxOMoT-ikgpDutVvi6RztVA
Wrist Extensions,https://www.youtube.com/watch?v=UcwgCTkVvIQ,https://i.ytimg.com/vi/UcwgCTkVvIQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAto9NQ_YiM03Tfsrwo8ygj-iKeLA
B Stance Deadlift,https://www.youtube.com/watch?v=mKze3D0crY8,https://i.ytimg.com/vi/mKze3D0crY8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJ8SvxsPWba6S_aEK4oQokczC-zw
n Overhead Squat,https://www.youtube.com/watch?v=hwTmhZs0jSY,https://i.ytimg.com/vi/hwTmhZs0jSY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6V37mc_aV7CpL40CD-cVDN2bFlg
Pistol Squats,https://www.youtube.com/watch?v=TvYYJMAGtcA,https://i.ytimg.com/vi/TvYYJMAGtcA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMiDRTkVf7E62JFL6nhKZgpk1YQw
Prisoner Squats,https://www.youtube.com/watch?v=bAhzgJ5Ayu0,https://i.ytimg.com/vi/bAhzgJ5Ayu0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCuRkKX1D1I4pgHhGtTTRbhue-0sQ
Pulse Squats,https://www.youtube.com/watch?v=QV0KBKANprw,https://i.ytimg.com/vi/QV0KBKANprw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4qt_CIn05CyAiz7YzFKNvTFQFGA
Suitcase Squats,https://www.youtube.com/watch?v=3zOtNKXkyt0,https://i.ytimg.com/vi/3zOtNKXkyt0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDaYnpmqC7Bhsf1TIRJQXMwecZfDg
Zercher Squat,https://www.youtube.com/watch?v=_fXBhqQWj64,https://i.ytimg.com/vi/_fXBhqQWj64/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDIoYy5iJ2xUy7mSXziQS6dGZ7pcw
Landmine Squat,https://www.youtube.com/watch?v=YxaXaZxVcDU,https://i.ytimg.com/vi/YxaXaZxVcDU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0a2TH006lnXomqG9O-RIa68lVeQ
Single Arm Dumbbell Chest Press,https://www.youtube.com/watch?v=Os9UeL_YZPw,https://i.ytimg.com/vi/Os9UeL_YZPw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxhYz7npDbLlbxakWdj-0ZYw_rCg
lternating Dumbbell Chest Press,https://www.youtube.com/watch?v=SUiOgJhwPEg,https://i.ytimg.com/vi/SUiOgJhwPEg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALoxbJjDaNsALR_F-bk_KTa7Ma7g
Single Arm Landmine Press,https://www.youtube.com/watch?v=TY_zsi0kOyI,https://i.ytimg.com/vi/TY_zsi0kOyI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCrhWSLYbaPf4OiwPFdtdbSrsOR6A
Landmine Chest Press,https://www.youtube.com/watch?v=6sH6vyWduNU,https://i.ytimg.com/vi/6sH6vyWduNU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDK-n2PvX3Xr1PXdp0uomm-7ZHypg
Neutral Grip Dumbbell Press,https://www.youtube.com/watch?v=fZuQpjhaR_M,https://i.ytimg.com/vi/fZuQpjhaR_M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAeeo7iFeqAK_6SqLKzRm0NI2yIDQ
Dumbbell Floor Press,https://www.youtube.com/watch?v=T0Y3OBF1bNI,https://i.ytimg.com/vi/T0Y3OBF1bNI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_GacVTYQ4MFxplPcBAQr8xrHTsQ
Seated Shoulder Press,https://www.youtube.com/watch?v=TsduLWuhlFM,https://i.ytimg.com/vi/TsduLWuhlFM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaowKLDHcu_XklhchtzxeDDXKL6g
Barbell Push Press,https://www.youtube.com/watch?v=HKx22sWywxc,https://i.ytimg.com/vi/HKx22sWywxc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXkYbTvTW5mcMfpS2NIE0yBq3UTQ
Single Arm Landmine Press,https://www.youtube.com/watch?v=qPxvgth0dQQ,https://i.ytimg.com/vi/qPxvgth0dQQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHJdbpbDik-OvCInz_JZGUFWQjgA
Z Press,https://www.youtube.com/watch?v=zIOTYPL6o4Q,https://i.ytimg.com/vi/zIOTYPL6o4Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-H105EqjPNUb83hVVbhjM6UDAUw
How To Use The Shoulder Press Machine,https://www.youtube.com/watch?v=GcY6TZxfS0k,https://i.ytimg.com/vi/GcY6TZxfS0k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYQc6FocwPrR_boMJelEsYA7nXTQ
Barbell Bicep Curl,https://www.youtube.com/watch?v=N5x5M1x1Gd0,https://i.ytimg.com/vi/N5x5M1x1Gd0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRh7lZK3cn8Ryr5X7u2WuA8eU2kQ
Incline Bicep Curls,https://www.youtube.com/watch?v=XVQBeug_9LU,https://i.ytimg.com/vi/XVQBeug_9LU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRiJ3n2gg4cV5AkYKUHzAGYLXKvg
Reverse Curls (Pronated Bicep Curl),https://www.youtube.com/watch?v=X5df_LHBVKQ,https://i.ytimg.com/vi/X5df_LHBVKQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4hOM4zEX7XNvk4pJEgpeMqu9LEA
High to Low Cable Fly/ Cable Crossover,https://www.youtube.com/watch?v=hhruLxo9yZU,https://i.ytimg.com/vi/hhruLxo9yZU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDQtyyl09IqPV1tT8hbEuwNaJsgMQ
Seated Cable Flys,https://www.youtube.com/watch?v=VgKCIZgca58,https://i.ytimg.com/vi/VgKCIZgca58/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCIHI0Pl_cXxp2Wv9UcYw6pNXK-Fg
Single Arm Dumbbell Fly,https://www.youtube.com/watch?v=07K2vAqFMfE,https://i.ytimg.com/vi/07K2vAqFMfE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkDgeOfdP-utKDiYN7nQXIY-qvXQ
Dumbbell Floor Fly,https://www.youtube.com/watch?v=bgC53-J-6gA,https://i.ytimg.com/vi/bgC53-J-6gA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZrmP_odildZ3rtU3DC71QpWMJ-w
TRX Rows,https://www.youtube.com/watch?v=yCuSGoe1gjY,https://i.ytimg.com/vi/yCuSGoe1gjY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA8FQAkWXoRSyJxOymZ3xRQv61wHg
Pendlay Row,https://www.youtube.com/watch?v=Wv7f0uIKh8o,https://i.ytimg.com/vi/Wv7f0uIKh8o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-TKjwe4IRbbaV2BAkMuedEhsEFQ
Inverted Rows,https://www.youtube.com/watch?v=0AsxBmXeOIo,https://i.ytimg.com/vi/0AsxBmXeOIo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBP0kBDO1-l0ldswF6BQTJ0vEEo9w
Single Arm Dumbbell Rows,https://www.youtube.com/watch?v=ZRSGpBUVcNw,https://i.ytimg.com/vi/ZRSGpBUVcNw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDntdiibGO-xcP37UMWtFklb42mJQ
Plate Weighted Plank,https://www.youtube.com/watch?v=aET_xBkImX8,https://i.ytimg.com/vi/aET_xBkImX8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLASSm2aJ1Qag2QqUOxKeK0fPReZug
Decline Sit Ups,https://www.youtube.com/watch?v=N7hf1_vcX5w,https://i.ytimg.com/vi/N7hf1_vcX5w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDTN7hh6AgS547bCK39DcJgJAkbGQ
T Bar Rows (Landmine Rows),https://www.youtube.com/watch?v=hYo72r8Ivso,https://i.ytimg.com/vi/hYo72r8Ivso/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXGPGe3AZg4wf_eoVScUZU-55EcA
Lat Pulldown,https://www.youtube.com/watch?v=JGeRYIZdojU,https://i.ytimg.com/vi/JGeRYIZdojU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAH8Z6jAzrtz-oj74PNGW3pwLBa6w
Single Lat Pulldowns,https://www.youtube.com/watch?v=LPahgWM7eUU,https://i.ytimg.com/vi/LPahgWM7eUU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD37ju6bqqlIzzl-bpeYOLY3jD4AA
